word,definition
"lost","unable to find your way; not knowing where you are"
"movement","an act of moving the body or part of the body"
"meaning","the thing or idea that a sound, word, sign, etc. represents"
"mask","something that you wear over your face to hide it, or to frighten or entertain other people"
"lip","either of the two soft edges at the opening to the mouth"
"management","the activity of running and controlling a business or similar organization"
"mess","a dirty or untidy state"
"noise","a sound, especially when it is loud, unpleasant or frightening"
"lower","to reduce something or to become less in value, quality, etc."
"muscle","a piece of body tissue that you make tight and relax in order to move a particular part of the body; the tissue that forms the muscles of the body"
"medication","a drug or another form of medicine that you take to prevent or to treat an illness; treatment involving drugs"
"may","used to say that something is possible"
"living","alive now"
"military","connected with soldiers or the armed forces"
"mark","to write or draw a symbol, line, etc. on something in order to give information about it"
"northern","located in the north or facing north; connected with or typical of the north part of the world or a region"
"mail","the official system used for sending and delivering letters, packages, etc."
"my","of or belonging to the speaker or writer"
"mental","connected with or happening in the mind; involving the process of thinking"
"measure","to find the size, quantity, etc. of something in standard units"
"long-term","lasting or having an effect over a long period of time"
"massive","very large, heavy and solid"
"minute","each of the 60 parts of an hour, that are equal to 60 seconds"
"now","(at) the present time"
"maker","a person, company or piece of equipment that makes or produces something"
"meter","a device that measures and records the amount of electricity, gas, water, etc. that you have used or the time and distance you have travelled, etc."
"nation","a country considered as a group of people with the same language, culture and history, who live in a particular area under one government"
"medium","in the middle between a larger and smaller size, amount, length, temperature, etc."
"loud","making a lot of noise"
"mixture","a combination of different things"
"mayor","the head of the government of a town or city, etc., elected by the public"
"object","a thing that can be seen and touched, but is not alive"
"nearly","almost; not quite; not completely"
"menu","a list of the food that is available at a restaurant or to be served at a meal"
"lunch","a meal eaten in the middle of the day"
"manner","behaviour that is considered to be polite in a particular society or culture"
"mind","the part of a person that makes them able to be aware of things, to think and to feel"
"meat","the soft part of an animal or a bird that can be eaten as food; a particular type of this"
"moment","a very short period of time"
"obviously","used when giving information that you expect other people to know already or agree with"
"mexican","from or connected with Mexico"
"neighbor","a person who lives next to you or near you"
"maintain","to make something continue at the same level, standard, etc."
"marketing","the activity of presenting, advertising and selling a company’s products or services in the best possible way"
"miss","to be or arrive too late for something"
"moreover","used to introduce some new information that adds to or supports what you have said previously"
"meeting","an occasion when people come together to discuss or decide something"
"odds","the degree to which something is likely to happen"
"minister","a senior member of the government who is in charge of a government department or a branch of one"
"nevertheless","despite something that you have just mentioned"
"mall","a large building or covered area that has many shops, restaurants, etc. inside it"
"match","a sports event where people or teams compete against each other"
"model","a copy of something, usually smaller than the original object"
"merely","used meaning ‘only’ or ‘simply’ to emphasize a fact or something that you are saying"
"motor","a device that uses electricity, petrol, etc. to produce movement and makes a machine, a vehicle, a boat, etc. work"
"official","agreed to, said, done, etc. by somebody who is in a position of authority"
"mission","an important official job that a person or group of people is given to do, especially when they are sent to another country"
"nine","9"
"many","used with plural nouns and verbs, especially in negative sentences or in more formal English, to mean ‘a large number of’. Also used in questions to ask about the size of a number, and with ‘as’, ‘so’ and ‘too’."
"meal","an occasion when people eat food, especially breakfast, lunch or dinner"
"month","any of the twelve periods of time into which the year is divided, for example May or June"
"might","used when showing that something is or was possible"
"mr","a title that comes before a man’s family name, or before his first and family names together"
"modern","of the present time or recent times"
"nor","and not"
"most","the largest in number or amount"
"media","the main ways that large numbers of people receive information and entertainment, that is television, radio, newspapers and the internet"
"marry","to become the husband or wife of somebody; to get married to somebody"
"minority","the smaller part of a group; less than half of the people or things in a large group"
"on","in or into a position covering, touching or forming part of a surface"
"music","sounds that are arranged in a way that is pleasant or exciting to listen to. People sing music or play it on instruments."
"moon","the round object that moves around the earth once every 27½ days and shines at night by light reflected from the sun"
"nothing","not anything; no single thing"
"membership","the state of being a member of a group, a club, an organization, etc."
"mouse","a small animal that is covered in fur and has a long thin tail. Mice live in fields, in people’s houses or where food is stored."
"matter","used (to ask) if somebody is upset, unhappy, etc. or if there is a problem"
"mix","if two or more substances or things mix or you mix them, they combine, usually in a way that means they cannot easily be separated"
"mystery","something that is difficult to understand or to explain"
"mother","a female parent of a child or animal; a person who is acting as a mother to a child"
"open","allowing things or people to go through; not closed or blocked"
"number","a word or symbol that represents an amount or a quantity"
"message","a written or spoken piece of information, etc. that you send to somebody or leave for somebody when you cannot speak to them yourself"
"much","used with uncountable nouns, especially in negative sentences to mean ‘a large amount of something’, or after ‘how’ to ask about the amount of something. It is also used with ‘as’, ‘so’ and ‘too’."
"mom","a mother"
"meanwhile","while something else is happening"
"native","connected with the place where you were born and lived for the first years of your life"
"move","to change position or make somebody/something change position in a way that can be seen, heard or felt"
"opportunity","a time when a particular situation makes it possible to do or achieve something"
"observe","to see or notice somebody/something"
"milk","the white liquid produced by cows, goats and some other animals as food for their young and used as a drink by humans"
"muslim","believing in and practising Islam; connected with the religion of Islam"
"necessary","that is needed for a purpose or a reason"
"medicine","the study and treatment of diseases and injuries"
"more","a larger number or amount of"
"murder","the crime of killing somebody deliberately"
"ordinary","not unusual or different in any way"
"occupy","to fill or use a space, an area or an amount of time"
"miracle","an act or event that does not follow the laws of nature and is believed to be caused by God"
"motivation","the reason why somebody does something or behaves in a particular way"
"neither","not one nor the other of two things or people"
"mention","to write or speak about something/somebody, especially without giving much information"
"mutual","used to describe feelings that two or more people have for each other equally, or actions that affect two or more people equally"
"name","a word or words that a particular person, animal, place or thing is known by"
"offensive","rude in a way that causes somebody to feel upset or annoyed because it shows a lack of respect"
"other","used to refer to people or things that are additional or different to people or things that have been mentioned or are known about"
"newly","recently"
"method","a particular way of doing something"
"movie","a series of moving pictures recorded with sound that tells a story, watched at a movie theater or on a television or other device"
"narrow","measuring a short distance from one side to the other, especially in relation to length"
"nature","all the plants, animals and things that exist in the universe that are not made by people"
"ok","yes; all right"
"outside","not in a room, building or container but on or to the outside of it"
"money","what you earn by working or selling things, and use to buy things"
"museum","a building in which objects of artistic, cultural, historical or scientific interest are kept and shown to the public"
"mine","of or belonging to the person writing or speaking"
"nearby","near in position; not far away"
"nobody","not anyone; no person"
"negative","bad or harmful"
"onion","a round vegetable with many layers inside each other and a brown, red or white skin. Onions have a strong smell and taste."
"owner","a person who owns something"
"morning","the early part of the day from the time when people wake up until 12 o'clock in the middle of the day or before lunch"
"myself","used when the speaker or writer is also the person affected by an action"
"negotiation","formal discussion between people who are trying to reach an agreement"
"normally","usually; in normal circumstances"
"missile","a weapon that is sent through the air and that explodes when it hits the thing that it is aimed at"
"net","material that is made of string, thread or wire twisted or tied together, with small spaces in between; a piece of this material used for a particular purpose"
"operation","the process of cutting open a part of a person’s body in order to remove or repair a damaged part"
"painter","a person whose job is painting buildings, walls, etc."
"mount","to organize and begin something"
"notion","an idea, a belief or an understanding of something"
"national","connected with a particular nation; shared by a whole nation"
"moderate","that is neither very good, large, hot, etc. nor very bad, small, cold, etc."
"never","not at any time; not on any occasion"
"option","something that you can choose to have or do; the freedom to choose what you do"
"next","coming straight after somebody/something in time, order or space"
"pant","to breathe quickly with short breaths, usually with your mouth open, because you have been doing some physical exercise, or because it is very hot"
"mrs","a title that comes before a married woman’s family name or before her first and family names together"
"necessarily","used to say that something cannot be avoided"
"nurse","a person whose job is to take care of sick or injured people, usually in a hospital"
"mood","the way you are feeling at a particular time"
"night","the time between one day and the next when it is dark, when people usually sleep"
"orientation","a person’s basic beliefs or feelings about a particular subject"
"nomination","the act of suggesting or choosing somebody as a candidate in an election, or for a job or an award; the fact of being suggested for this"
"participation","the act of taking part in an activity or event"
"neighborhood","a district or an area of a town; the people who live there"
"obtain","to get something, especially by making an effort"
"musical","connected with music; containing music"
"mostly","mainly; generally"
"our","belonging to us; connected with us"
"nonetheless","despite this fact"
"passage","a long narrow area with walls on either side that connects one room or place with another"
"nose","the part of the face that sticks out above the mouth, used for breathing and smelling things"
"myth","a story from ancient times, especially one that was told to explain natural events or to describe the early history of a people; this type of story"
"ocean","the mass of salt water that covers most of the earth’s surface"
"overcome","to succeed in dealing with or controlling a problem that has been preventing you from achieving something"
"new","not existing before; recently made, invented, introduced, etc."
"pause","to stop talking or doing something for a short time before continuing"
"mouth","the opening in the face used for speaking, eating, etc.; the area inside the head behind this opening"
"note","a short piece of writing to help you remember something"
"nowhere","not in or to any place"
"natural","existing in nature; not made or caused by humans"
"multiple","many in number; involving many different people or things"
"nuclear","using, producing or resulting from nuclear energy"
"people","human beings; men, women and children"
"office","a room, set of rooms or building where people work, usually sitting at desks"
"no","used to give a negative reply or statement"
"objective","something that you are trying to achieve"
"page","one side or both sides of a sheet of paper in a book, magazine, etc."
"must","used to say that something is necessary or very important (sometimes involving a rule or a law)"
"observation","the act of watching somebody/something carefully for a period of time, especially to learn something"
"perform","to entertain an audience by playing a piece of music, acting in a play, etc."
"normal","typical, usual or ordinary; what you would expect"
"neck","the part of the body between the head and the shoulders"
"occasion","a particular time when something happens"
"old","of a particular age"
"narrative","a description of events"
"notice","to see or hear somebody/something; to become aware of somebody/something"
"personal","your own; not belonging to or connected with anyone else"
"occupation","a job or profession"
"nerve","any of the long fibres that carry messages between the brain and parts of the body, enabling you to move, feel pain, etc."
"only","used to say that no other or others of the same group exist or are there"
"parking","the act of stopping a vehicle at a place and leaving it there for a period of time"
"of","belonging to somebody; relating to somebody"
"near","at a short distance away from somebody/something"
"numerous","existing in large numbers"
"phenomenon","a fact or an event in nature or society, especially one that is not fully understood"
"offense","an illegal act"
"news","new information about something that has happened recently"
"opinion","your feelings or thoughts about somebody/something, rather than a fact"
"partner","a person that you are doing an activity with, such as dancing or playing a game"
"often","many times"
"negotiate","to try to reach an agreement by formal discussion"
"observer","a person who watches somebody/something"
"physically","in a way that is connected with a person’s body rather than their mind"
"oil","a thick liquid that is found in rock underground"
"nod","if you nod, nod your head or your head nods, you move your head up and down to show agreement, understanding, etc."
"orange","a round citrus fruit with thick skin of a colour between red and yellow and a lot of sweet juice"
"patch","a small area of something, especially one which is different from the area around it"
"once","on one occasion only; one time"
"network","a complicated system of roads, lines, tubes, nerves, etc. that are connected to each other and operate together"
"occur","to happen"
"pilot","a person who operates the controls of an aircraft, especially as a job"
"ongoing","continuing to exist or develop"
"north","the direction that is on your left when you watch the sun rise; one of the four main points of the compass"
"peace","a situation or a period of time in which there is no war or violence in a country or an area"
"original","existing at the beginning of a particular period, process or activity"
"opening","a space or hole that somebody/something can pass through"
"nice","pleasant or attractive"
"planet","a large round object in space that moves around a star (such as the sun) and receives light from it"
"offer","to say that you are willing to give something to somebody"
"novel","a story long enough to fill a complete book, in which the characters and events are usually imaginary"
"operating","to work in a particular way"
"percentage","the number, amount or rate of something, expressed as if it is part of a total that is 100; a part or share of a whole"
"oppose","to disagree strongly with somebody’s plan, policy, etc. and try to change it or prevent it from succeeding"
"none","not one of a group of people or things; not any"
"okay","yes; all right"
"please","used as a polite way of asking for something or telling somebody to do something"
"nut","a small hard fruit with a very hard shell that grows on some trees"
"opposition","the act of strongly disagreeing with somebody/something, especially with the aim of preventing something from happening"
"out","away from the inside of a place or thing"
"permanent","lasting for a long time or for all time in the future; existing all the time"
"organic","produced or practised without using artificial chemicals"
"online","available on or done using the internet or other computer network"
"poet","a person who writes poems"
"organize","to make all the arrangements for something to happen or be provided"
"obvious","easy to see or understand"
"perspective","a particular attitude towards something; a way of thinking about something"
"not","used with be, do or have to form the negative of verbs; used to form the negative of modal verbs like can or must"
"owe","to have to pay somebody for something that you have already received or return money that you have borrowed"
"politician","a person whose job involves politics, especially as an elected member of parliament, etc."
"ought","used to say what is the right thing to do"
"odd","strange or unusual"
"others","your husband, wife, partner or somebody that you have a special relationship with"
"photograph","a picture that is made by using a camera that stores images in digital form or that has a film sensitive to light inside it"
"painful","causing you pain"
"operator","a person who operates equipment or a machine"
"population","all the people who live in a particular area, city or country; the total number of people who live there"
"overall","including all the things or people that are involved in a particular situation; general"
"officer","a person who is in a position of authority in the armed forces or on a ship"
"obligation","the state of being forced to do something because it is your duty, or because of a law, etc."
"oven","the part of a cooker that is like a box with a door on the front, in which food is cooked or heated"
"pan","a container, usually made of metal, with a handle or handles, used for cooking food in"
"picture","a painting or drawing, etc. that shows a scene, a person or thing"
"or","used to introduce another possibility"
"positive","good or useful"
"package","something that is wrapped in paper or put into a thick envelope so that it can be sent by mail, carried easily, or given as a present"
"olympic","connected with the Olympic Games"
"occasionally","sometimes but not often"
"pace","the speed at which somebody/something walks, runs or moves"
"participant","a person who is taking part in an activity or event"
"origin","the point from which something starts; the cause of something"
"pitch","an area of ground specially prepared and marked for playing a sports game"
"potential","that can develop into something or be developed in the future"
"pale","having skin that is very light in colour; having skin that has less colour than usual because of illness, a strong emotion, etc."
"painting","a picture that has been painted"
"onto","used with verbs to express movement on or to a particular place or position"
"ourselves","the reflexive form of we; used when you and another person or other people together cause and are affected by an action"
"party","a social occasion, often in a person’s home, at which people eat, drink, talk, dance and enjoy themselves"
"plate","a flat, usually round, dish that you put food on"
"practical","connected with real situations rather than with ideas or theories"
"park","an area of public land in a town or a city where people go to walk, play and relax"
"off","used to say that something has been removed or become separated"
"opponent","a person that you are playing or fighting against in a game, competition, argument, etc."
"patient","a person who is receiving medical treatment, especially in a hospital"
"overlook","to fail to see or notice something"
"paper","the thin material that you write and draw on and that is also used for wrapping and packing things"
"plus","used when the two numbers or amounts mentioned are being added together"
"pregnancy","the state of being pregnant"
"partly","to some extent; not completely"
"oh","used when you are reacting to something that has been said, especially if you did not know it before"
"peer","a person who is the same age or who has the same social status as you"
"particular","used to emphasize that you are referring to one individual person, thing or type of thing and not others"
"pain","the feelings that you have in your body when you have been hurt or when you are ill"
"police","an official organization whose job is to make people obey the law and to prevent and solve crime; the people who work for this organization"
"order","the way in which people or things are placed or arranged in relation to each other"
"preserve","to keep a particular quality, feature, etc.; to make sure that something is kept"
"past","gone by in time"
"passenger","a person who is travelling in a car, bus, train, plane or ship and who is not driving it or working on it"
"perfect","having everything that is necessary; complete and without faults or weaknesses"
"originally","used to describe the situation that existed at the beginning of a particular period or activity, especially before something was changed"
"pool","an area of water that has been created for people to swim in"
"palm","a straight tree with a mass of long leaves at the top, growing in tropical countries. There are several types of palm tree, some of which produce fruit."
"one","the number 1"
"previous","happening or existing before the event or object that you are talking about"
"pc","a computer that is designed for one person to use at work or at home (the abbreviation for ‘personal computer’)"
"outcome","the result or effect of an action or event"
"permit","to allow somebody to do something or to allow something to happen"
"portrait","a painting, drawing or photograph of a person, especially of the head and shoulders"
"operate","to work in a particular way"
"pay","to give somebody money for work, goods, services, etc."
"part","some but not all of a thing"
"perceive","to understand or think of somebody/something in a particular way"
"principal","most important; main"
"possibly","used to say that something might exist, happen or be true, but you are not certain"
"opposite","on the other side of a particular area from somebody/something and usually facing them"
"pepper","a powder made from dried berries (called peppercorns), used to give a hot, spicy taste to food"
"own","used to emphasize that something belongs to or is connected with somebody"
"period","a particular length of time"
"partnership","the state of being a partner in business"
"pet","an animal, a bird, etc. that you have at home for pleasure, rather than one that is kept for work or food"
"private","belonging to or for the use of a particular person or group; not for public use"
"poverty","the state of being poor"
"performance","the act of performing a play, concert or some other form of entertainment"
"organization","a group of people who form a business, club, etc. together in order to achieve a particular aim"
"path","a way or track that is built or is made by the action of people walking"
"phrase","a group of words that have a particular meaning when used together"
"paint","a liquid that is put on surfaces to give them a particular colour; a layer of this liquid when it has dried on a surface"
"precisely","exactly"
"otherwise","used to state what the result would be if something did not happen or if the situation were different"
"personnel","the people who work for an organization or one of the armed forces"
"product","a thing that is grown, produced or created, usually for sale"
"peak","the point when somebody/something is best, most successful, strongest, etc."
"personality","the various aspects of a person’s character that combine to make them different from other people"
"panel","a square or rectangular piece of wood, glass or metal that forms part of a larger surface such as a door or wall"
"prescription","an official piece of paper on which a doctor writes the type of medicine you should have, and which enables you to get it from a chemist's"
"piece","an amount of something that has been cut or separated from the rest of it; a standard amount of something"
"photo","a picture that is made by using a camera that stores images in digital form or that has a film sensitive to light inside it"
"over","resting on the surface of somebody/something and partly or completely covering them/it"
"progress","the process of improving or developing, or of getting nearer to achieving or completing something"
"perception","an idea, a belief or an image you have as a result of how you see or understand something"
"philosophy","the study of the nature and meaning of the universe and of human life"
"participate","to take part in or become involved in an activity"
"pressure","the act of trying to persuade or to force somebody to do something"
"plan","something that you intend to do or achieve"
"pack","to put clothes, etc. into a bag in preparation for a trip away from home"
"pick","to choose somebody/something from a group of people or things"
"physician","a doctor, especially one who is a specialist in general medicine and not surgery"
"permission","the act of allowing somebody to do something, especially when this is done by somebody in a position of authority"
"pass","to achieve the required standard in an exam, a test, etc."
"priest","a person who is qualified to perform religious duties and ceremonies in the Roman Catholic, Anglican and Orthodox Churches"
"pair","two things of the same type, especially when they are used or worn together"
"pipe","a tube through which liquids and gases can flow"
"play","to do things for pleasure, as children do; to enjoy yourself, rather than work"
"pine","an evergreen forest tree with leaves like needles"
"persuade","to make somebody do something by giving them good reasons for doing it"
"pattern","the regular way in which something happens or is done"
"priority","something that you think is more important than other things and should be dealt with first"
"parent","a person’s father or mother"
"plastic","a light strong material that is produced by chemical processes and can be formed into shapes when heated. There are many different types of plastic, used to make different objects and fabrics."
"pocket","a small piece of material like a small bag sewn into or onto a piece of clothing so that you can carry things in it"
"planning","the act or process of making plans for something"
"photographer","a person who takes photographs, especially as a job"
"particularly","especially; more than usual or more than others"
"proceed","to continue doing something that has already been started; to continue being done"
"plot","the series of events that form the story of a novel, play, film, etc."
"political","connected with the state, government or public affairs"
"penalty","a punishment for breaking a law, rule or contract"
"pleasure","a state of feeling or being happy or satisfied"
"professor","a university teacher of the highest rank"
"passion","a very strong feeling of love, hate, anger, enthusiasm, etc."
"pie","a baked dish of fruit or meat and/or vegetables with pastry on the bottom, sides and top"
"pole","a long thin straight piece of wood or metal, especially one with the end placed in the ground, used as a support"
"pop","popular music of the sort that has been popular since the 1950s, usually with a strong rhythm and simple tunes, often contrasted with rock, soul and other forms of popular music"
"perfectly","completely"
"poetry","poems in general; poems as a genre of literature"
"promote","to help sell a product, service, etc. or make it more popular by advertising it or offering it at a special price"
"pollution","the process of making air, water, soil, etc. dirty; the state of being dirty"
"place","a particular position, point or area"
"pose","to create a threat, problem, etc. that has to be dealt with"
"person","a human as an individual"
"politics","the activities involved in getting and using power in public life, and being able to influence decisions that affect a country or a society"
"payment","the act of paying somebody/something or of being paid"
"propose","to suggest a plan, an idea, etc. for people to think about and decide on"
"portion","one part of something larger"
"platform","the raised flat area next to the track at a train station where you get on or off the train"
"pot","a deep round container used for cooking things in"
"porch","a small area at the entrance to a building, such as a house or a church, that is covered by a roof and often has walls"
"proud","feeling pleased and satisfied about something that you own or have done, or are connected with"
"per","used to express the cost or amount of something for each person, number used, distance travelled, etc."
"possible","that can be done or achieved"
"pm","the main minister and leader of the government in some countries (the abbreviation for ‘prime minister’)"
"power","the ability to control people or things"
"possess","to have or own something"
"phase","a stage in a process of change or development"
"psychology","the scientific study of the mind and how it influences behaviour"
"perhaps","possibly"
"pour","to make a liquid or other substance flow from a container in a continuous stream, especially by holding the container at an angle"
"policy","a plan of action agreed or chosen by a political party, a business, etc."
"potentially","used to say that something may develop into something"
"prefer","to like one thing or person better than another; to choose one thing rather than something else because you like it better"
"physical","connected with a person’s body rather than their mind"
"personally","used to show that you are giving your own opinion about something"
"purchase","to buy something"
"prayer","words that you say to God giving thanks or asking for help"
"poor","having very little money; not having enough money for basic needs"
"practice","doing an activity or training regularly so that you can improve your skill; the time you spend doing this"
"pile","a number of things that have been placed on top of each other"
"present","existing or happening now"
"quarter","one of four equal parts of something"
"phone","a piece of equipment for talking to people who are not in the same place as you"
"prepare","to make something or somebody ready to be used or to do something"
"portray","to show somebody/something in a picture; to describe somebody/something in a piece of writing"
"pregnant","having a baby or young animal developing inside her/its body"
"plane","a flying vehicle with wings and one or more engines"
"pretty","to some extent; fairly"
"quite","to some degree"
"piano","a large musical instrument played by pressing the black and white keys on the keyboard. The sound is produced by small hammers hitting the metal strings inside the piano."
"press","newspapers and magazines"
"president","the leader of a republic, for example the US"
"post","the official system used for sending and delivering letters, packages, etc."
"primary","connected with the education of children between the ages of about five and eleven"
"player","a person who takes part in a game or sport"
"raise","to lift or move something to a higher level"
"pink","pale red in colour"
"pride","a feeling of being pleased or satisfied that you get when you or people who are connected with you have done something well or own something that other people admire"
"previously","at a time before the time that you are talking about"
"prisoner","a person who is kept in prison as a punishment, or while they are waiting for trial"
"powder","a dry mass of very small fine pieces or grains"
"properly","in a way that is correct and/or appropriate"
"poem","a piece of writing in which the words are chosen for their sound and the images they suggest, not just for their obvious meanings. The words are arranged in separate lines, usually with a repeated rhythm, and often the lines rhyme at the end."
"rather","used to mean ‘fairly’ or ‘to some degree’, often when you are disappointed, surprised or expressing slight criticism"
"plant","a living thing that grows in the earth and usually has a stem, leaves and roots, especially one that is smaller than a tree or bush"
"prior","happening or existing before something else or before a particular time"
"principle","a moral rule or a strong belief that influences your actions"
"produce","to make things to be sold, especially in large quantities"
"predict","to say that something will happen in the future"
"politically","in a way that is connected with politics"
"protect","to make sure that somebody/something is not harmed, injured, damaged, etc."
"reader","a person who reads, especially one who reads a lot or in a particular way"
"plenty","a large amount; as much or as many as you need"
"procedure","a way of doing something, especially the usual or correct way"
"probably","used to say that something is likely to happen or to be true"
"profit","the money that you make in business or by selling things, especially after paying the costs involved"
"presence","the fact of being in a particular place"
"province","one of the areas that some countries are divided into with its own local government"
"popular","liked or enjoyed by a large number of people"
"reasonable","fair, practical, and sensible"
"professional","doing something as a paid job rather than as a hobby"
"production","the process of growing or making food, goods or materials, especially large quantities"
"point","a thing that somebody says or writes giving their opinion or stating a fact"
"proof","information, documents, etc. that show that something is true"
"pretend","to behave in a particular way, in order to make other people believe something that is not true"
"recommend","to tell somebody that something is good or useful, or that somebody would be suitable for a particular job, etc."
"publish","to produce a book, magazine, CD-ROM, etc. and sell it to the public"
"position","the place where somebody/something is located"
"promise","to tell somebody that you will definitely do or not do something, or that something will definitely happen"
"project","a piece of work involving careful study of a subject over a period of time, done by school or college students"
"prosecutor","a public official who charges somebody officially with a crime and prosecutes them in court"
"poll","the process of questioning people who are representative of a larger group in order to get information about the general opinion"
"primarily","mainly"
"reduce","to make something less or smaller in size, quantity, price, etc.; to become less or smaller in size, quantity, etc."
"potato","a round white vegetable with a brown or red skin that grows underground as part of a plant also called a potato"
"push","to use your hands, arms or body in order to make somebody/something move forward or away from you; to move part of your body into a particular position"
"proposal","a formal suggestion or plan; the act of making a suggestion"
"property","a thing or things that are owned by somebody; a possession or possessions"
"provide","to give something to somebody or make it available for them to use"
"port","a town or city with a harbour, especially one where ships load and unload goods"
"prison","a building where people are kept as a punishment for a crime they have committed, or while they are waiting for trial"
"refuse","to say or show that you will not do something that somebody has asked you to do"
"powerful","being able to control and influence people and events"
"quickly","fast"
"protest","the expression of strong dislike of or opposition to something; a statement or an action that shows this"
"protection","the act of protecting somebody/something; the state of being protected"
"publication","the act of printing a book, a magazine, etc. and making it available to the public; a book, a magazine, etc. that has been published"
"possibility","a thing that may happen or be true; the fact that something might happen or be true, but is not certain"
"process","a series of things that are done in order to achieve a particular result"
"regular","following a pattern, especially with the same time or space in between each thing and the next"
"radical","relating to the most basic and important parts of something; complete and detailed"
"preference","a greater interest in or desire for somebody/something than somebody/something else"
"psychologist","a scientist who studies and is trained in psychology"
"provision","the act of supplying somebody with something that they need or want; something that is supplied"
"pound","the unit of money in the UK, worth 100 pence"
"profile","a description of somebody/something that gives useful information"
"purpose","the intention, aim or function of something; the thing that something is supposed to achieve"
"relationship","the way in which two people, groups or countries behave towards each other or deal with each other"
"presentation","a meeting at which something, especially a new product or idea, or piece of work, is shown to a group of people"
"rapidly","very quickly; at a great rate"
"punishment","an act or a way of punishing somebody"
"pray","to speak to God, especially to give thanks or ask for help"
"prompt","to make somebody decide to do something; to cause something to happen"
"publisher","a person or company that prepares and prints books, magazines, newspapers or electronic products and makes them available to the public"
"question","a sentence, phrase or word that asks for information"
"religious","connected with religion or with a particular religion"
"prevent","to stop somebody from doing something; to stop something from happening"
"reach","to arrive at the place that you have been travelling to"
"quality","the standard of something when it is compared to other things like it; how good or bad something is"
"preparation","the act or process of getting ready for something or making something ready"
"proposed","to suggest a plan, an idea, etc. for people to think about and decide on"
"remove","to take somebody/something away from a place"
"prime","main; most important; basic"
"race","a competition between people, animals, vehicles, etc. to see which one is the faster or fastest"
"reality","the true situation and the problems that actually exist in life, in contrast to how you would like life to be"
"quit","to leave your job, school, etc."
"put","to move something into a particular place or position"
"presidential","connected with the position or activities of a president"
"prove","to use facts, evidence, etc. to show that something is true"
"privacy","the state of being alone and not watched or interrupted by other people"
"representation","the act of presenting somebody/something in a particular way; something that shows or describes something"
"recently","not long ago"
"rank","the position, especially a high position, that somebody has in a particular organization, society, etc."
"quiet","making very little noise"
"rain","water that falls from the sky in separate drops"
"price","the amount of money that you have to pay for something"
"public","connected with ordinary people in society in general"
"producer","a person, a company or a country that grows or makes food, goods or materials"
"researcher","a person who studies something carefully and tries to discover new facts about it"
"ratio","the relationship between two groups of people or things that is represented by two numbers showing how much larger one group is than the other"
"recover","to get well again after being ill, hurt, etc."
"radio","the activity of broadcasting programmes for people to listen to; the programmes that are broadcast"
"rate","a measurement of the speed at which something happens"
"pure","not mixed with anything else; with nothing added"
"program","a set of instructions in code that control the operations or functions of a computer"
"print","to produce letters, pictures, etc. on paper using a machine that puts ink (= coloured liquid) on the surface"
"resort","a place where a lot of people go on holiday"
"ready","fully prepared for what you are going to do and able to start it immediately"
"reflect","to show the image of somebody/something on the surface of something such as a mirror, water or glass"
"rare","not done, seen, happening, etc. very often"
"quarterback","the player who directs the team’s attacking play and passes the ball to other players at the start of each attack"
"read","to look at and understand the meaning of written or printed words or symbols"
"proper","right, appropriate or correct; according to the rules"
"problem","a thing that is difficult to deal with or to understand"
"rest","the part of something that remains"
"receive","to get or accept something that is sent or given to you"
"regime","a method or system of government, especially one that has not been elected in a fair way"
"react","to change or behave in a particular way as a result of or in response to something"
"quote","to repeat the exact words that another person has said or written"
"reason","a cause or an explanation for something that has happened or that somebody has done"
"profession","a type of job that needs special training or skill, especially one that needs a high level of education"
"prospect","the possibility that something will happen"
"return","to come or go back from one place to another"
"reinforce","to make a feeling, an idea, etc. stronger"
"record","a written account of something that is kept so that it can be looked at and used in the future"
"realize","to understand or become aware of a particular fact or situation"
"range","a variety of things of a particular type"
"prominent","important or well known"
"provider","a person or an organization that supplies somebody with something they need or want"
"recognize","to know who somebody is or what something is when you see or hear them or it, because you have seen or heard them or it before"
"rid","to be free of somebody/something that has been annoying you or that you do not want"
"release","to let somebody come out of a place where they have been kept or stuck and unable to leave or move"
"refer","to send somebody/something to somebody/something for help, advice or a decision"
"recipe","a set of instructions that tells you how to cook something and the ingredients (= items of food) you need for it"
"rating","a measurement of how good, popular, important, etc. somebody/something is, especially in relation to other people or things"
"publicly","by the government"
"proportion","a part or share of a whole"
"remarkable","unusual or surprising in a way that causes people to take notice"
"red","having the colour of blood or fire"
"regarding","relating to somebody/something; about somebody/something"
"road","a hard surface built for vehicles to travel on"
"recovery","the process of becoming well again after an illness or injury"
"reading","the activity of somebody who reads"
"pursue","to do something or try to achieve something over a period of time"
"protein","a substance, found within all living things, that forms the structure of muscles, organs, etc. There are many different proteins and they are an essential part of what humans and animals eat to help them grow and stay healthy."
"reply","to say or write something as an answer to somebody/something"
"refugee","a person who has been forced to leave their country or home, because there is a war or for political, religious or social reasons"
