word,definition
"gentleman","a man who is polite and well educated, who has excellent manners and always behaves well"
"illinois","a state in the US Midwest, also called the Prairie State. Its largest city is Chicago and its capital city is Springfield. Manufacturing industry is important and the state produces coal, oil and agricultural products. Illinois became a state in 1818 and is associated with Abraham Lincoln, who was a lawyer in Springfield."
"halloween","the night of 31st October when it was believed in the past that dead people appeared from their graves, and which is now celebrated in the US, Canada and the UK by children who dress as ghosts, witches, etc."
"haven","a place that is safe and peaceful where people or animals are protected"
"improving","to become better than before; to make something/somebody better than before"
"hundreds","an administrative region that used to exist in Buckinghamshire. British Members of Parliament are not allowed to leave their job during the course of a Parliament, but the person with the traditional job of looking after the  is not allowed to be a Member of Parliament, so any MP who wishes to leave can  as a way of leaving parliament. A  was, in the past, a division of a county in England, so called because it contained around one hundred families."
"h","the 8th letter of the English alphabet"
"geology","the scientific study of the physical structure of the earth, including the origin and history of the rocks and soil of which the earth is made"
"images","a picture, photograph or statue that represents somebody/something"
"hazardous","involving risk or danger, especially to somebody’s health or safety"
"inch","a unit for measuring length or height, equal to 2.54 centimetres. There are 12  in a foot."
"hairy","covered with a lot of hair"
"immigration","the process of coming to live permanently in a different country from the one you were born in; the number of people who do this"
"hand","the part of the body at the end of the arm, including the fingers and thumb"
"hunting","going after and killing wild animals as a sport or for food"
"hudson","(c. 1550-c. 1611) an English explorer who, when he was looking for the North-west Passage in 1609–10, discovered what are now called the Hudson River and Hudson , a very large sea in north-eastern Canada connected with the North Atlantic by the Hudson strait. In 1611 some of his men turned against him there, and put him in a small boat with his 12-year old son. They were never seen again."
"gets","to receive something"
"includes","if one thing  another, it has the second thing as one of its parts"
"headed","having the name and address of a person, an organization, etc. printed at the top"
"ham","meat from the top part of a pig’s leg that has been"
"implementation","the act of making something that has been officially decided start to happen or be used"
"giants","(in stories) a very large strong person who is often cruel and stupid"
"humanities","people in general"
"handle","to deal with a situation, a person, an area of work or a strong emotion"
"incorporated","formed into a business company with legal status"
"handbook","a book giving instructions on how to use something or information about a particular subject"
"heads","the part of the body on top of the neck containing the eyes, nose, mouth and brain"
"ia","Iowa"
"girl","a female child"
"incurred","if you  something unpleasant, you are in a situation in which you have to deal with it"
"hungarian","(a person) from Hungary"
"hanging","the practice of killing somebody as a punishment by tying a rope around their neck and allowing them to drop from a high place; an occasion when this happens"
"handles","to deal with a situation, a person, an area of work or a strong emotion"
"important","having a great effect on people or things; of great value"
"hurricane","a violent storm with very strong winds, especially in the western Atlantic Ocean"
"indexes","a list of names or topics that are referred to in a book, etc., usually arranged at the end of a book in alphabetical order or listed in a separate file or book"
"happy","feeling or showing pleasure; pleased"
"impression","an idea, a feeling or an opinion that you get about somebody/something, or that somebody/something gives you"
"hearing","the ability to hear"
"global","covering or affecting the whole world"
"hygiene","the practice of keeping yourself and your living and working areas clean in order to prevent illness and disease"
"identical","similar in every detail"
"indicates","to show that something is true or exists"
"idle","not working hard"
"harbor","an area of water on the coast, protected from the open sea by strong walls, where ships can shelter"
"hardly","almost no; almost not; almost none"
"ibm","a US company that was the first to develop computers successfully.  computers created an international system that most other computers now relate to. The company began in 1911 as the Computing-Tabulating-Recording Company. It developed the first electric typewriter in the 1930s and the first computer in the 1950s. The first IBM personal computer (PC) was introduced in 1981."
"goat","an animal with horns and a coat of hair, that lives wild in mountain areas or is kept on farms for its milk or meat"
"id","the part of the unconscious mind where many of a person’s basic needs, feelings and desires are supposed to exist"
"ii","(1133-89) king of England (1154-89). He was the grandson of Henry I, succeeded King Stephen, and was the first Plantagenet king. He reduced the power of the barons and increased the power of the state. He wanted to reduce the power of the Church, which led to his  with the Archbishop of Canterbury, Thomas Becket, which ended in Becket's murder. During his rule England established control over Ireland. Henry also introduced various systems of justice which can be seen as the beginning of common law."
"indirect","happening not as the main aim, cause or result of a particular action, but in addition to it"
"gone","used up"
"heather","a low wild plant with small purple, pink or white flowers, that grows on hills and areas of wild open land"
"illustration","a drawing or picture in a book, magazine, for decoration or to explain something"
"harper","a first name for girls"
"imaging","the process of capturing, storing and showing an image on a computer screen"
"harvey","a first name for boys"
"impact","the powerful effect that something has on somebody/something"
"identified","to recognize somebody/something and be able to say who or what they are"
"having","to own, hold or possess something"
"hardwood","hard heavy wood from a broadleaved tree"
"implications","a possible effect or result of an action or a decision"
"ids","the part of the unconscious mind where many of a person’s basic needs, feelings and desires are supposed to exist"
"hazards","something that can be dangerous or cause damage"
"imports","a product or service that is brought into one country from another"
"heights","the measurement of how tall a person or thing is"
"header","an act of hitting the ball with your head"
"induction","the process of introducing somebody to a new job, skill, organization, etc.; a ceremony at which this takes place"
"gospel","one of the four books in the Bible about the life and teaching of Jesus"
"inappropriate","not suitable or appropriate in a particular situation"
"help","to make it easier or possible for somebody to do something by doing something for them or by giving them something that they need"
"headset","a pair of headphones, especially one with a microphone attached to it"
"im","a written message sent using a system on the internet that allows people to communicate with each other very quickly; the system of sending these messages (the abbreviation for )"
"incidence","the extent to which something happens or has an effect"
"hearings","the ability to hear"
"immediate","happening or done without delay"
"inclusion","the fact of including somebody/something; the fact of being included"
"heating","the process of supplying heat to a room or building; a system used to do this"
"impaired","not working as it normally would or as it does in most people"
"increase","to become greater in amount, number, value, etc.; to make something greater in amount, number, value, etc."
"implies","to suggest that something is true or that you feel or think something, without saying so directly"
"harrison","a first name for boys"
"indeed","used after  and an adjective or adverb to emphasize a statement, description, etc."
"improved","to become better than before; to make something/somebody better than before"
"infected","affected by harmful bacteria, a virus, etc."
"gp","a doctor who is trained in general medicine and who works in the local community, not in a hospital (the abbreviation for )"
"incentive","something that encourages you to do something"
"indian","a person from India or whose family comes from India"
"hash","a hot dish of cooked meat and potatoes that are cut into small pieces and mixed together"
"imposed","to introduce a new law, rule, tax, etc.; to order that a rule, punishment, etc. be used"
"helped","to make it easier or possible for somebody to do something by doing something for them or by giving them something that they need"
"hereby","as a result of this statement, and in a way that makes something legal"
"incl","including; included"
"hawaiian","a US product name for a red fruit juice drink. It is advertised on television by a cartoon character called Punchy.  is especially popular with children."
"indication","a remark or sign that shows that something is happening or what somebody is thinking or feeling"
"grades","a mark given in an exam or for a piece of school work"
"incoming","recently elected or chosen"
"individually","separately, rather than as a group"
"grammar","the rules in a language for changing the form of words and joining them into sentences"
"improvements","the act of making something better; the process of something becoming better"
"highland","connected with an area of land that has hills or mountains"
"increasing","to become greater in amount, number, value, etc.; to make something greater in amount, number, value, etc."
"industries","the production of goods from raw materials, especially in factories"
"heading","a title printed at the top of a page or at the beginning of a section of a book"
"hepatitis","a serious disease of the liver. There are three main forms: , the least serious, caused by infected food , and  and , both very serious and caused by infected blood."
"graph","a diagram consisting of a line or lines, showing how two or more sets of numbers are related to each other"
"hiking","the activity of going for long walks in the country for pleasure"
"independently","without being connected with or influenced by something or by each other"
"incest","sexual activity between two people who are very closely related in a family, for example, a brother and sister, or a father and daughter"
"infections","the act or process of causing or getting a disease"
"indians","a person from India or whose family comes from India"
"health","the condition of a person’s body or mind"
"hints","something that you say or do in an indirect way in order to show somebody what you are thinking"
"influences","the effect that somebody/something has on the way a person thinks or behaves or on the way that something works or develops"
"hearts","the organ in the chest that sends blood around the body, usually on the left in humans"
"indonesian","(a person) from Indonesia"
"historic","important in history; likely to be thought of as important at some time in the future"
"infrared","having or using electromagnetic waves that are longer than those of red light in the spectrum, and that cannot be seen"
"inform","to tell somebody about something, especially in an official way"
"included","contained as part of something"
"inf","an agreement reached in 1987 between the US and the USSR to destroy all nuclear missiles that could travel between 300 and 3 400 miles/483 and 5 471 kilometres. It was the first reduction in nuclear weapons that had ever taken place. The INF Treaty was signed in Washington, DC, by the US President Ronald Reagan and the Soviet leader Mikhail Gorbachev. It involved 1 752 US missiles and 859 Soviet ones."
"incorporate","to include something so that it forms a part of something"
"ing","used to make the present participle of regular verbs"
"inflation","a fall in the value of money and a general increase in prices; the rate at which this happens"
"incredible","impossible or very difficult to believe"
"informational","giving facts or details about somebody/something"
"injection","an act of injecting somebody with a drug or other substance"
"holder","a person who has or owns the thing mentioned"
"indexed","to make an  of documents, the contents of a book, etc.; to add something to a list of this type"
"inner","inside; towards or close to the centre of a place"
"initial","happening at the beginning; first"
"indicated","to show that something is true or exists"
"inquire","to ask somebody for some information"
"injury","harm done to a person’s or an animal’s body, for example in an accident"
"holidays","a period of time when you are not at work or school"
"indigenous","coming from a particular place and having lived there for a long time before other people came there; relating to, belonging to or developed by these people"
"innovations","the introduction of new things, ideas or ways of doing something"
"inside","on or to the inner part of something/somebody; within something/somebody"
"heavily","to a great degree; in large amounts"
"home","the house or flat that you live in, especially with your family"
"herein","in this place, document, statement or fact"
"gratis","done or given without having to be paid for"
"induced","to persuade or influence somebody to do something"
"initiative","a new plan for dealing with a particular problem or for achieving a particular purpose"
"ins","an organization that was part of the US Department of Justice. It was in charge of laws concerning people from other countries who want to move to the US (the process of immigration) and those who then want to become US citizens (naturalization). In 2003 its work was taken over by new government departments, including US Citizenship and Immigration Services (USCIS), part of the Department of Homeland Security."
"helena","a small island in the southern Atlantic Ocean. It is famous as the place where Napoleon was kept as a prisoner by the British from 1815 until his death in 1821. It was owned by the British East India Company from 1659, and became a possession of the British Crown in 1834. The island's capital is Jamestown. The Governor of Saint Helena is also responsible for Tristan da Cunha and Ascension Island."
"inspired","having excellent qualities or abilities; produced with the help of inspiration"
"hi","used to say hello"
"greatly","very much"
"infants","a baby or very young child"
"inline","placed within written text"
"insights","an understanding of what something is like"
"helping","an amount of food given to somebody at a meal"
"instant","happening immediately"
"hood","a part of a coat, etc. that you can pull up to cover the back and top of your head"
"highlight","to emphasize something, especially so that people give it more attention"
"greetings","something that you say or do to greet somebody"
"influenced","to have an effect on the way that somebody behaves or thinks, especially by giving them an example to follow"
"installations","the act of fixing equipment or furniture in position so that it can be used"
"herald","to be a sign that something is going to happen"
"hopkins","(1844-89) an English Jesuit priest who wrote poems about religious ideas and the beauty of nature, using a form of verse which he called 'sprung rhythm'. His best-known works are ,  and . His poems were first published after his death by his friend Robert Bridges in 1918 and influenced later poets, including W H Auden and Dylan Thomas."
"instruction","detailed information on how to do or use something"
"informed","having or showing a lot of knowledge about a particular subject or situation"
"grill","the part of a cooker that directs heat downwards to cook food that is placed under it"
"hill","an area of land that is higher than the land around it, but not as high as a mountain"
"institute","an organization that has a particular purpose, especially one that is connected with education or a particular profession; the building used by this organization"
"hero","a person who is admired by many people for doing something brave or good"
"horse","a large animal with four legs, a mane (= long thick hair on its neck) and a tail.  are used for riding on, pulling carriages, etc."
"instruments","an object used for producing musical sounds, for example a piano or a drum"
"hip","the area at either side of the body between the top of the leg and the middle part of the body; the joint at the top of the leg that connects it with the top part of the body"
"group","a number of people or things that are together in the same place or that are connected in some way"
"instructor","a person whose job is to teach somebody a practical skill or sport"
"initiated","to make something begin"
"hide","to put or keep somebody/something in a place where they/it cannot be seen or found"
"gs","the 7th letter of the English alphabet"
"historical","connected with the past"
"insured","having insurance"
"integrate","to combine two or more things so that they work together; to combine with something else in this way"
"inkjet","a printer that uses very small  to blow ink onto paper in order to form letters, numbers, etc."
"highlights","to emphasize something, especially so that people give it more attention"
"guarantees","to promise to do something; to promise something will happen"
"intelligent","good at learning, understanding and thinking in a logical way about things; showing this ability"
"hl","hectolitre"
"integration","the act or process of combining two or more things so that they work together"
"inns","a pub, usually in the country and often one where people can stay the night"
"hilton","any of a large group of modern, comfortable and expensive hotels in many cities around the world. The company that owns them was started by Conrad Hilton (1887-1979), who bought his first hotel in Texas in 1919."
"guests","a person that you have invited to your house or to a particular event that you are paying for"
"holders","a person who has or owns the thing mentioned"
"inter","to bury a dead person"
"intense","very great; very strong"
"insert","to put something into something else or between two things"
"hired","to give somebody a job"
"guilty","feeling ashamed because you have done something that you know is wrong or have not done something that you should have done"
"interactions","the act of communicating with somebody, especially while you work, play or spend time with them"
"interests","the feeling that you have when you want to know or learn more about somebody/something"
"inspections","an official visit to a school, factory, etc. in order to check that rules are being obeyed and that standards are acceptable"
"input","time, knowledge, ideas, etc. that you put into work, a project, etc. in order to make it succeed; the act of putting something in"
"guy","a man"
"interference","the act of getting involved in and trying to influence a situation that should not really involve you, in a way that annoys other people"
"homeland","the country where a person was born"
"international","connected with or involving two or more countries"
"installing","to fix equipment or furniture into position so that it can be used"
"inserted","to put something into something else or between two things"
"hit","to bring your hand, or an object you are holding, against somebody/something quickly and with force"
"habits","a thing that you do often and almost without thinking, especially something that is hard to stop doing"
"internship","a period of time during which a student or new graduate gets practical experience in a job, for example during the summer holiday"
"interstate","between states, especially in the US"
"honduras","a country in Central America"
"institution","a large important organization that has a particular purpose, for example a university or bank"
"hobbies","an activity that you do for pleasure when you are not working"
"hostel","a building that provides cheap accommodation and sometimes meals to students, workers or travellers"
"intervention","action taken to improve or help a situation"
"inspector","an officer of middle rank in the police force"
"hook","a curved piece of metal, plastic or wire for hanging things on, catching fish with, etc."
"instrument","an object used for producing musical sounds, for example a piano or a drum"
"holdings","a number of shares that somebody has in a company"
"hammer","a tool with a handle and a heavy metal head, used for breaking things or hitting nails"
"intro","an introduction to something, especially to a piece of music or writing"
"horizon","the furthest that you can see, where the sky seems to meet the land or the sea"
"instance","a particular example or case of something"
"introduction","the first part of a book or speech that gives a general idea of what is to follow"
"intake","the amount of food, drink, etc. that you take into your body"
"holly","a bush or small tree with hard shiny leaves with sharp points and bright red berries in winter, often used as a decoration at Christmas"
"houses","a building for people to live in, usually for one family"
"invasion","the act of an army entering another country by force in order to take control of it"
"institutional","connected with a large important organization, for example a university or bank"
"investigated","to carefully examine the facts of a situation, an event, a crime, etc. to find out the truth about it or how it happened"
"handhelds","a device, especially a computer, that is small enough to be held in the hand while being used"
"howto","providing detailed instructions or advice on how to do something"
"honey","a sweet, sticky yellow-brown substance made by bees that is spread on bread, etc. like jam"
"investor","a person or an organization that invests money in something"
"html"," (a system used to mark text for World Wide Web pages in order to obtain colours, style, pictures, etc.)"
"investigator","a person who examines a situation such as an accident or a crime to find out the truth"
"instrumental","important in making something happen"
"hope","to want something to happen and think that it is possible"
"hugo","a first name for boys"
"invoice","a list of goods that have been sold, work that has been done, etc., showing what you must pay"
"integer","a whole number, such as 3 or 4 but not 3.5"
"hormone","a chemical substance produced in the body or in a plant that encourages growth or influences how the cells and tissues function; an artificial substance that has similar effects"
"hands","the part of the body at the end of the arm, including the fingers and thumb"
"humor","the quality in something that makes it funny; the ability to laugh at things that are funny"
"intellectual","connected with or using a person’s ability to think in a logical way and understand things"
"iowa","a US state in the Middle West. Its popular name is the Hawkeye State, and people from Iowa are called Hawkeyes, probably after Chief Black Hawk, a leader of the Sauk tribe. Iowa was part of the Louisiana Purchase and became a state in 1846. Iowa is known for its agriculture, and it is the largest producer of corn, soya beans, and pigs in the US. Des Moines is the capital and largest city."
"happening","an event; something that happens, often something unusual"
"involvement","the act of taking part in something or dealing with somebody"
"intent","what you intend to do"
"hunt","to go after wild animals in order to catch or kill them for food, sport or to make money"
"iraq","a country in western Asia"
"hospital","a large building where people who are ill or injured are given medical treatment and care"
"ipod","a brand of MP3 player that can store information taken from the internet and that you carry with you, for example so that you can listen to music"
"hardcore","a type of electronic pop music that became popular in the UK in the early 1990s. It is similar to , with a very fast beat and few words."
"horses","a large animal with four legs, a mane (= long thick hair on its neck) and a tail.  are used for riding on, pulling carriages, etc."
"interested","giving your attention to something because you enjoy finding out about it or doing it; showing interest in something and finding it exciting"
"hybrid","having parents of different species or varieties"
"hosts","a person who invites guests to a meal, a party, etc. or who has people staying at their house"
"harmful","causing damage or injury to somebody/something, especially to a person’s health or to the environment"
"ireland","part of the United Kingdom, situated in the north-east of Ireland. The capital is Belfast."
"intermediate","located between two places, things, states, etc."
"intensive","involving a lot of work or activity done in a short time"
"hz","(in writing) hertz"
"hourly","done or happening every hour"
"hartford","the capital of the US state of Connecticut, located on the Connecticut River"
"isbn","a number that identifies an individual book and its publisher (the abbreviation for )"
"isle","used especially in poetry and names to mean ‘island’"
"hostels","a building that provides cheap accommodation and sometimes meals to students, workers or travellers"
"interracial","involving people of different races"
"icon","a small symbol on a computer or smartphone screen that represents a program or a file"
"interest","the feeling that you have when you want to know or learn more about somebody/something"
"housing","houses, flats, etc. that people live in, especially when referring to their type, price or condition"
"isolation","the act of separating somebody/something; the state of being separate"
"hats","a piece of clothing made to fit the head, often with a brim , usually worn out of doors"
"hottest","having a high temperature; producing heat"
"ideal","perfect; most suitable"
"interviews","a formal meeting at which somebody is asked questions to see if they are suitable for a particular job, or for a course of study at a college, university, etc."
"issue","an important topic that people are discussing or arguing about"
"hayes","Rutherford Birchard Hayes (1822-93) the 19th US President (1877-81). He was a Republican who ended  in the southern states. He had been a US officer in the Civil War and a lawyer. Hayes was elected President by one vote of the Electoral College. He had previously been elected to the US House of Representatives (1865-7) and was governor of Ohio (1868-72 and 1876-7). His wife was called 'Lemonade Lucy' because she would not allow alcohol in the White House."
"interior","the inside part of something"
"hr","(in writing) hour"
"ist","a person who believes or practises something"
"identifying","to recognize somebody/something and be able to say who or what they are"
"introduces","to tell two or more people who have not met before what each other’s names are; to tell somebody what your name is"
"housewares","small items used in the house, especially kitchen equipment"
"item","one thing on a list of things to buy, do, talk about, etc."
"invest","to buy property, shares in a company, etc. in the hope of making a profit"
"interpreted","to explain the meaning of something"
"ignore","to pay no attention to something"
"he","a male person or animal that has already been mentioned or is easily identified"
"investment","the act of investing money in something"
"headphones","a piece of equipment consisting of two earphones joined by a band across the head that makes it possible to listen to music, the radio, etc. without other people hearing it"
"hp","a method of buying an article by making regular payments for it over several months or years. The article only belongs to the person who is buying it when all the payments have been made."
"interview","a formal meeting at which somebody is asked questions to see if they are suitable for a particular job, or for a course of study at a college, university, etc."
"hub","a central airport, station, etc. that operates many services"
"jackets","a piece of clothing worn on the top half of the body over a shirt, etc. that has arms and fastens down the front; a short, light coat"
"illness","the state of being physically or mentally ill"
"introduced","to tell two or more people who have not met before what each other’s names are; to tell somebody what your name is"
"http"," (the set of rules that control the way data is sent and received over the internet)"
"jacksonville","the largest city in the US state of Florida, and the US city with the largest area (759 square miles/1 966 square kilometres). It is a major port on the St Johns River and has a US Navy base. Jacksonville was first settled in 1816 as Cowford and then named in 1822 after Andrew Jackson."
"hull","the main, bottom part of a ship, that goes in the water"
"inventory","a written list of all the objects, furniture, etc. in a particular building"
"imagination","the ability to create pictures in your mind; the part of your mind that does this"
"invite","to ask somebody to come to a social event"
"hundred","100"
"hear","to be aware of sounds with your ears"
"investing","to buy property, shares in a company, etc. in the hope of making a profit"
"heater","a machine used for making air or water warmer"
"hunter","a person who hunts wild animals for food or sport; an animal that hunts its food"
"immune","that cannot catch or be affected by a particular disease or illness"
"invitations","a spoken or written request to somebody to do something or to go somewhere"
"implemented","to make something that has been officially decided start to happen or be used"
"heel","the back part of the foot below the ankle"
"involving","if a situation, an event or an activity  something, that thing is an important or necessary part or result of it"
"hello","used as a greeting when you meet somebody, in an email, when you answer the phone or when you want to attract somebody’s attention"
"importantly","used for saying that something is important"
"humanitarian","connected with helping people who are suffering and improving the conditions that they are living in"
"james","a first name for boys"
"impressive","making you admire them, because they are very large, good, skilful, etc."
"hung","in which no political party has more elected members than all the other parties added together"
"jar","a round glass container, with a lid , used for storing food, especially jam, honey, etc."
"inbox","the place on a computer or phone where new emails, text messages, etc. are shown"
"je","a good quality that is difficult to describe"
"hydraulic","moved through pipes, etc. under pressure"
"incident","something that happens, especially something unusual or unpleasant"
"hydrogen","a chemical element.  is a gas that is the lightest of all the elements. It combines with oxygen to form water."
"ira","the abbreviation for  (an organization that has fought for Northern Ireland to be united with the Republic of Ireland)"
"jennifer","a first name for girls"
"i","used as the subject of a verb when the speaker or writer is referring to himself/herself"
"jake","a first name for boys, sometimes short for Jacob"
"inclusive","having the total cost, or the cost of something that is mentioned, contained in the price"
"ian","a first name for boys"
"jesus","the man that Christians believe is the son of God and on whose teachings the Christian religion is based"
"irrigation","the practice of supplying water to an area of land through pipes or channels so that crops will grow"
"icons","a small symbol on a computer or smartphone screen that represents a program or a file"
"january","the 1st month of the year, between December and February"
"increased","greater in amount, number, value, size, etc."
"ict","the study of the use of computers, the internet, video, and other technology as a subject at school (the abbreviation for )"
"island","a piece of land that is completely surrounded by water"
"jill","a first name for girls, short for Gillian"
"ideas","a plan, thought or suggestion, especially about what to do in a particular situation"
"identification","the process of showing, proving or recognizing who or what somebody/something is"
"independence","freedom from political control by other countries"
"jazz","a type of music with strong rhythms, in which the players often improvise , originally created by African American musicians at the beginning of the 20th century"
"israeli","(a person) from Israel"
"ir","a chemical element.  is a very hard yellow-white metal, used especially in making ."
"jobs","work for which you receive regular payment"
"jefferson","(1808-89) the only President of the Confederate States (1861-5). He had earlier been a US Senator and Secretary of War. After the South lost the American Civil War, Davis was kept in prison by the US government for two years before being released without a trial."
"indiana","a US state in the Middle West which is both agricultural and industrial. It became a state in 1816. Its popular name is the Hoosier State, but nobody knows why. People from Indiana are called Hoosiers, and Americans sometimes joke that they are innocent, old-fashioned farmers. Indianapolis is the capital city and the largest in the state."
"idol","a person or thing that is loved and admired very much"
"identity","who or what somebody/something is"
"iron","a chemical element.  is a hard strong metal that is used to make steel and is also found in small quantities in blood and food."
"join","to fix or connect two or more things together"
"jerusalem","a famous poem (1804) by William Blake, later set to music by Hubert Parry (1848-1918). It expresses the hope for a future Christian society in ‘England's green and pleasant land’ to replace the horrors of ‘the dark Satanic mills ’ of the Industrial Revolution. It is traditionally sung at the Last Night of the Proms as well as by Women's Institutes and in churches."
"iii","(1207-72) king of England (1216-72) and the son of King John. He was not popular with the barons, who disliked his use of foreign people to advise him and criticized him for poor judgement in financial matters. In 1264, Simon de Montfort led a rebellion of the barons and Henry was defeated and put in prison. He took back power in 1265 after a battle in which the  were defeated by an army led by Henry's son (later Edward I)."
"indicator","a sign that shows you what something is like or how a situation is changing"
"ignored","to pay no attention to something"
"islamic","connected with the Muslim religion"
"jonathan","a first name for boys"
"illustrated","containing pictures"
"individuals","a person considered separately rather than as part of a group"
"journalism","the work of collecting and writing news stories for newspapers, magazines, radio, television or online news sites; the news stories that are written"
"illustrations","a drawing or picture in a book, magazine, for decoration or to explain something"
"herbs","a plant whose leaves, flowers or seeds are used to add taste to food, in medicines or for their pleasant smell. parsley, mint and oregano are all ."
"imagine","to form a picture in your mind of what something might be like"
"jack","a device for raising heavy objects off the ground, especially vehicles so that a wheel can be changed"
"immunology","the scientific study of protection against disease"
"industry","the production of goods from raw materials, especially in factories"
"jewelry","objects such as rings and  that people wear as decoration"
"israel","a country in western Asia"
"jpeg","technology that reduces the size of files that contain images (the abbreviation for )"
"jaguar","a large animal of the cat family, that has yellow-brown fur with black rings and spots.  live in parts of Central and South America."
"implementing","to make something that has been officially decided start to happen or be used"
"jo","a first name for girls, short for Joanna, Joanne, Jodie or Josephine"
"jane","a first name for girls"
"infectious","an  disease can be passed easily from one person to another, especially through air or water"
"imported","to bring a product or service into one country from another"
"johns","a toilet"
"it","used to refer to an animal or a thing that has already been mentioned or that is being talked about now"
"informal","relaxed and friendly; not following strict rules of how to behave or do something"
"improve","to become better than before; to make something/somebody better than before"
"ingredients","one of the things from which something is made, especially one of the foods that are used together to make a particular dish"
"its","belonging to or connected with a thing, an animal or a baby"
"jeep","a small strong vehicle used, especially by the army, for driving over rough ground"
"inc","including; included"
"ja","yes"
"injured","physically hurt; having an injury"
"jerry","a first name for boys, sometimes short for Jeremy or Jeremiah"
"impacts","the powerful effect that something has on somebody/something"
"judicial","connected with a court, a judge or legal judgement"
"jade","a hard stone that is usually green and is used in making jewellery and beautiful objects"
"jewel","a precious stone such as a diamond, ruby, etc."
"innocent","not guilty of a crime, etc.; not having done something wrong"
"higher","at a more advanced level; greater in rank or importance than others"
"incidents","something that happens, especially something unusual or unpleasant"
"joke","something that you say or do to make people laugh, for example a funny story that you tell"
"jan","a first name for girls, short for Janet or Janice"
"highway","a main road for travelling long distances, especially one connecting and going through cities and towns"
"inquiries","an official process to find out the cause of something or to find out information about something"
"josh","to gently make fun of somebody or talk to them in a joking way"
"income","the money that a person, a region, a country, etc. earns from work, from investing money, from business, etc."
"insider","a person who knows a lot about a group or an organization, because they are part of it"
"john","a toilet"
"joy","a feeling of great happiness"
"hindu","connected with Hinduism or people who are Hindus"
"increases","to become greater in amount, number, value, etc.; to make something greater in amount, number, value, etc."
"install","to fix equipment or furniture into position so that it can be used"
"joins","to fix or connect two or more things together"
"judge","a person in a court who has the authority to decide how criminals should be punished or to make legal decisions"
"hispanic","of or connected with Spain or Spanish-speaking countries, especially those of Latin America"
"independent","having its own government"
"implied","suggested without being directly expressed"
"java","coffee"
"instantly","immediately"
"jose","a city in western California, in the Santa Clara Valley. Because of the many computer and electronics companies there, the area is often called Silicon Valley. San Jose also produces fruit and wine. It was the capital of California from 1849 to 1851. An earthquake in 1989 caused some damage."
"julian","a first name for boys"
"indianapolis","the capital and largest city of the US state of Indiana. It is in an agricultural region in the centre of the state on the White River. The city, which was settled in 1820, is a commercial centre. Its products include medical and electronic equipment and chemicals. It is known for the Indianapolis 500 car race."
"jump","to move quickly off the ground or away from a surface by pushing yourself with your legs and feet"
"jeans","trousers made of denim"
"instructional","that teaches people something"
"impose","to introduce a new law, rule, tax, etc.; to order that a rule, punishment, etc. be used"
"journals","a newspaper or magazine that deals with a particular subject or profession"
"hitting","to bring your hand, or an object you are holding, against somebody/something quickly and with force"
"jungle","an area of tropical forest where trees and plants grow very thickly"
"insulin","a chemical substance produced in the body that controls the amount of sugar in the blood (by influencing the rate at which it is removed); a similar artificial substance given to people whose bodies do not produce enough naturally"
"improvement","the act of making something better; the process of something becoming better"
"indicators","a sign that shows you what something is like or how a situation is changing"
"js","the 10th letter of the English alphabet"
"jul","the 7th month of the year, between June and August"
"indonesia","a country consisting of a group of islands in South-East Asia"
"hold","to have somebody/something in your hand, arms, etc."
"jurisdiction","the authority that an official organization has to make legal decisions about somebody/something"
"jeremy","a first name for boys"
"justin","a first name for boys"
"inexpensive","not costing a lot of money"
"junction","the place where two or more roads or railway lines meet"
"holes","a hollow space in something solid or in the surface of something"
"k","the 11th letter of the English alphabet"
"karen","a first name for girls"
"jets","a plane driven by jet engines"
"infinite","very great; impossible to measure"
"holocaust","a situation in which many things are destroyed and many people killed, especially because of a war or a fire"
"justice","the fair treatment of people"
"jimmy","a short heavy metal bar used by thieves to force open doors and windows"
"kazakhstan","a country in Central Asia"
"kate","a first name for girls"
"information","facts or details about somebody/something"
"kansas","a US state in the Middle West, the most central of all the states. It forms part of the Great Plains and suffered badly during the Dust Bowl years. Its popular name is the Sunflower State. The capital city is Topeka, and the largest cities are Wichita, Overland Park and Kansas City. Kansas was part of the Louisiana Purchase and became a state in 1861. Its main products include wheat, corn, cattle, oil, salt and helium ."
"homework","work that is given by teachers for students to do at home"
"keen","wanting to do something or wanting something to happen very much"
"inherited","to receive money, property, etc. from somebody when they die"
"honor","great respect for somebody"
"kentucky","a south-eastern US state, also known as the Bluegrass State. The capital city is Frankfort, and the largest city is Louisville. It became a state in 1792. It produces agricultural products, coal and whiskey and is well known for breeding horses for racing. Its tourist attractions include the place where Abraham Lincoln was born (near the village of Hodgenville) and Mammoth Cave National Park, a  since 1981."
"injuries","harm done to a person’s or an animal’s body, for example in an accident"
"keeps","to continue to have something and not give it back or throw it away"
"hopes","to want something to happen and think that it is possible"
"keyboards","the set of keys for operating a computer or typewriter, or the set of letters that you can touch to write on a smartphone or tablet"
"kernel","the inner part of a nut or seed"
"innovation","the introduction of new things, ideas or ways of doing something"
"integrated","in which many different parts are closely connected and work successfully together"
"horrible","very bad or unpleasant; used to describe something that you do not like"
"incentives","something that encourages you to do something"
"keywords","a word or concept that is very important in a particular context"
"kids","a child or young person"
"intend","to have a plan, result or purpose in your mind when you do something"
"inquiry","an official process to find out the cause of something or to find out information about something"
